 ,Area,Mean,Min,Max,Circ.,AR,Round,Solidity
1301,298,5825.728,3384,8568,0.864,1.076,0.929,0.936
1302,394,4287.538,3382,5957,0.752,1.439,0.695,0.901
1303,379,4507.351,3392,5679,0.849,1.161,0.862,0.931
1304,277,6498.094,3397,9772,0.943,1.221,0.819,0.944
1305,347,4890.513,3392,6323,0.938,1.086,0.921,0.947
1306,355,4789.073,3385,6399,0.893,1.213,0.824,0.938
1307,349,4767.908,3391,5998,0.893,1.154,0.867,0.922
1308,404,5820.431,3387,8167,0.891,1.305,0.766,0.942
1309,405,4753.854,3384,6113,0.853,1.204,0.831,0.933
1310,399,4991.441,3386,7095,0.905,1.275,0.784,0.942
1311,395,4201.428,3387,5569,0.863,1.368,0.731,0.940
1312,406,5307.995,3425,6846,0.901,1.246,0.802,0.937
1313,334,5117.796,3383,6759,0.925,1.098,0.910,0.944
1314,395,5383.861,3382,7314,0.910,1.186,0.843,0.938
1315,394,6807.896,3433,9364,0.920,1.110,0.901,0.947
1316,358,5288.302,3394,7113,0.907,1.129,0.885,0.936
1317,376,4313.832,3394,5814,0.867,1.312,0.762,0.927
1318,384,4531.859,3392,5509,0.841,1.155,0.866,0.929
1319,390,4454.877,3384,5705,0.879,1.137,0.880,0.936
1320,414,4999.785,3384,6726,0.925,1.281,0.781,0.953
1321,371,4759.019,3383,6262,0.883,1.247,0.802,0.932
1322,482,7223.898,3382,10503,0.904,1.233,0.811,0.949
1323,490,7653.008,3399,11252,0.922,1.241,0.806,0.950
1324,331,5271.012,3383,6960,0.926,1.087,0.920,0.942
1325,345,5076.672,3395,7000,0.939,1.144,0.874,0.956
1326,374,11867.775,3385,26830,0.843,1.560,0.641,0.934
1327,361,5247.313,3382,7339,0.827,1.231,0.812,0.926
1328,359,4384.226,3384,5955,0.709,1.152,0.868,0.897
1329,398,9405.621,3390,16909,0.825,1.704,0.587,0.936
1330,332,5629.861,3426,7941,0.904,1.362,0.734,0.945
1331,484,7285.401,3394,11875,0.903,1.039,0.962,0.943
1332,342,5121.696,3384,6633,0.887,1.185,0.844,0.938
1333,351,4989.379,3388,6545,0.904,1.113,0.898,0.929
1334,354,5304.960,3407,6613,0.918,1.169,0.856,0.944
1335,461,5624.549,3429,8370,0.928,1.172,0.853,0.952
1336,492,5651.496,3411,7880,0.910,1.239,0.807,0.948
1337,311,4230.752,3386,6742,0.562,1.320,0.757,0.854
1338,329,5883.085,3386,8095,0.921,1.069,0.936,0.937
1339,355,4223.651,3385,5211,0.771,1.551,0.645,0.903
1340,346,4958.425,3389,7001,0.929,1.248,0.801,0.947
1341,428,7125.972,3382,10153,0.921,1.155,0.866,0.949
1342,351,5310.741,3387,7574,0.920,1.146,0.872,0.937
1343,341,5552.812,3398,7374,0.922,1.127,0.887,0.942
1344,373,4258.984,3389,5448,0.776,1.535,0.652,0.901
1345,468,6176.470,3454,8528,0.931,1.157,0.864,0.949
1346,341,5221.871,3396,7343,0.811,1.596,0.627,0.933
1347,399,6134.404,3388,8135,0.872,1.363,0.734,0.937
1348,364,4609.964,3387,6465,0.839,1.614,0.620,0.925
1349,447,5509.823,3386,8185,0.894,1.070,0.935,0.935
1350,480,4736.685,3400,6306,0.877,1.167,0.857,0.930
1351,360,5172.800,3408,7049,0.882,1.298,0.770,0.946
1352,459,6477.725,3432,8924,0.905,1.031,0.970,0.939
1353,368,5193.997,3391,6433,0.902,1.281,0.781,0.947
1354,404,4591.869,3382,5985,0.840,1.124,0.890,0.926
1355,427,6619.956,3386,9579,0.927,1.101,0.908,0.941
1356,382,4436.529,3397,5424,0.824,1.454,0.688,0.924
1357,341,5718.135,3385,7989,0.938,1.153,0.867,0.947
1358,488,5574.596,3403,7333,0.872,1.262,0.792,0.938
1359,352,5074.628,3386,6552,0.929,1.116,0.896,0.941
1360,330,5998.470,3392,9099,0.901,1.096,0.912,0.932
1361,379,4454.493,3385,5796,0.873,1.158,0.863,0.927
1362,421,4349.245,3387,5526,0.868,1.180,0.848,0.924
1363,396,5075.641,3403,6687,0.927,1.096,0.913,0.943
1364,370,5344.654,3388,7206,0.901,1.209,0.827,0.932
1365,500,4634.694,3426,6385,0.889,1.073,0.932,0.943
1366,429,6044.660,3419,8234,0.929,1.191,0.840,0.958
1367,364,5428.670,3448,7132,0.886,1.258,0.795,0.931
1368,384,4644.284,3384,6427,0.841,1.153,0.867,0.924
1369,394,5271.312,3387,7442,0.914,1.157,0.865,0.949
1370,343,5291.216,3402,7186,0.905,1.122,0.891,0.932
1371,400,4691.177,3387,6379,0.863,1.057,0.946,0.926
1372,373,4438.952,3384,6014,0.894,1.254,0.797,0.929
1373,311,5493.084,3409,8078,0.892,1.312,0.762,0.934
1374,382,4926.353,3419,6683,0.861,1.369,0.731,0.934
1375,406,4886.032,3384,6300,0.936,1.087,0.920,0.950
1376,477,5137.774,3395,7016,0.870,1.185,0.844,0.942
1377,387,5192.313,3385,7642,0.912,1.238,0.808,0.953
1378,379,5171.404,3383,7802,0.929,1.164,0.859,0.951
1379,436,4580.122,3385,6787,0.854,1.306,0.766,0.926
1380,408,4720.191,3382,6807,0.848,1.317,0.759,0.919
1381,398,5226.329,3383,7021,0.903,1.306,0.766,0.943
1382,326,5832.546,3402,7923,0.912,1.039,0.962,0.934
1383,377,5259.236,3410,6923,0.889,1.041,0.961,0.947
1384,450,5257.093,3399,6627,0.876,1.100,0.909,0.923
1385,267,7225.633,3395,11573,0.901,1.108,0.902,0.919
1386,321,5802.502,3389,7955,0.905,1.117,0.895,0.930
1387,396,4760.093,3398,6353,0.873,1.121,0.892,0.926
1388,394,4716.299,3412,6859,0.888,1.076,0.930,0.935
1389,439,5107.576,3389,7130,0.865,1.085,0.921,0.939
1390,357,5410.193,3407,7133,0.847,1.268,0.789,0.918
1391,398,4979.646,3386,6656,0.897,1.092,0.916,0.941
1392,431,5576.053,3408,7730,0.907,1.143,0.875,0.942
1393,419,4572.415,3382,5688,0.882,1.056,0.947,0.934
1394,377,4647.764,3388,6013,0.875,1.269,0.788,0.947
1395,361,5619.208,3395,7325,0.906,1.192,0.839,0.934
1396,394,5030.383,3387,6617,0.929,1.266,0.790,0.955
1397,280,6679.050,3404,10546,0.883,1.522,0.657,0.948
1398,245,7820.347,3415,11620,0.857,1.511,0.662,0.933
1399,406,4931.877,3395,6594,0.915,1.170,0.855,0.940
1400,237,8325.030,3410,13934,0.887,1.166,0.857,0.915
1401,367,4746.896,3395,6218,0.894,1.200,0.833,0.935
1402,385,4973.291,3393,6476,0.908,1.155,0.866,0.941
1403,382,4891.634,3417,6592,0.895,1.187,0.842,0.942
1404,413,4502.479,3395,6086,0.816,1.217,0.821,0.928
1405,362,5710.268,3393,7746,0.881,1.034,0.967,0.932
1406,330,5239.706,3444,6878,0.822,1.666,0.600,0.939
1407,292,5919.247,3402,8190,0.931,1.042,0.960,0.943
1408,380,5510.063,3393,7395,0.932,1.122,0.891,0.952
1409,376,4408.255,3395,5722,0.847,1.238,0.808,0.925
1410,410,4803.763,3400,6627,0.882,1.233,0.811,0.944
1411,471,5377.291,3445,7531,0.904,1.247,0.802,0.946
1412,252,7902.020,3396,12058,0.935,1.080,0.926,0.932
1413,483,8471.656,3385,19178,0.847,1.352,0.740,0.926
1414,421,5151.998,3389,6666,0.906,1.238,0.807,0.952
1415,303,5644.944,3398,7937,0.833,1.244,0.804,0.909
1416,338,5157.337,3433,6728,0.856,1.528,0.654,0.920
1417,291,6155.608,3397,10026,0.874,1.134,0.882,0.917
